threshold,space_id,source_similarity_cluster_id,source_similarity_cluster_size,source_similarity_cluster_weight,source_shingles,similarity_eligible,source_similarity_basis
0.85,Rahul2298/QuizGenerator,unique:Rahul2298/QuizGenerator,1,1.0,517,True,token_jaccard_single_linkage
0.85,RAHYDV/teaching-assistant,unique:RAHYDV/teaching-assistant,1,1.0,2439,True,token_jaccard_single_linkage
0.85,Raja02424/education-chatbot,unique:Raja02424/education-chatbot,1,1.0,75,True,token_jaccard_single_linkage
0.85,Rajesh20/AI_Tutor,unique:Rajesh20/AI_Tutor,1,1.0,71,True,token_jaccard_single_linkage
0.85,RAJKUMAR2504/AI-Study-Assistant,unique:RAJKUMAR2504/AI-Study-Assistant,1,1.0,614,True,token_jaccard_single_linkage
0.85,Ram05saran/ai-language-tutor,unique:Ram05saran/ai-language-tutor,1,1.0,120,True,token_jaccard_single_linkage
0.85,Ramya8637/quiz-generator,unique:Ramya8637/quiz-generator,1,1.0,167,True,token_jaccard_single_linkage
0.85,RamyaKammari/jee_ai_tutor,unique:RamyaKammari/jee_ai_tutor,1,1.0,1543,True,token_jaccard_single_linkage
0.85,Rashpinder/RAG-based-Agentic-AI-tutor,unique:Rashpinder/RAG-based-Agentic-AI-tutor,1,1.0,4471,True,token_jaccard_single_linkage
0.85,Rayi-ss/AI-Powered-Study-Assistant,unique:Rayi-ss/AI-Powered-Study-Assistant,1,1.0,2218,True,token_jaccard_single_linkage
0.85,Razzaqi3143/Engineering_Quiz_Generator,unique:Razzaqi3143/Engineering_Quiz_Generator,1,1.0,440,True,token_jaccard_single_linkage
0.85,rcventura108000/Sophia-Ai-english-tutor,unique:rcventura108000/Sophia-Ai-english-tutor,1,1.0,895,True,token_jaccard_single_linkage
0.85,ridgebradley888/Smart-AI-Tutor-APP,98d5d1d82d32a98b8308cce5607fd6a8b410b67af8e5d0f3e7a6b4144ebb662f,2,0.5,1246,True,token_jaccard_single_linkage
0.85,shukdevdatta123/Smart-AI-Tutor-APP,98d5d1d82d32a98b8308cce5607fd6a8b410b67af8e5d0f3e7a6b4144ebb662f,2,0.5,1246,True,token_jaccard_single_linkage
0.85,Rishabh12j/AI_Powered_Teaching_Assistant,unique:Rishabh12j/AI_Powered_Teaching_Assistant,1,1.0,714,True,token_jaccard_single_linkage
0.85,Riya00/quiz_generator,unique:Riya00/quiz_generator,1,1.0,316,True,token_jaccard_single_linkage
0.85,rk803/Data_Science_Tutor_Ai,unique:rk803/Data_Science_Tutor_Ai,1,1.0,545,True,token_jaccard_single_linkage
0.85,Rohit8827/StudyAssistant,unique:Rohit8827/StudyAssistant,1,1.0,179,True,token_jaccard_single_linkage
0.85,Rosh-2/physics_tutor_chatbot,unique:Rosh-2/physics_tutor_chatbot,1,1.0,171,True,token_jaccard_single_linkage
0.85,rugvedaa/Ai-tutorApp,unique:rugvedaa/Ai-tutorApp,1,1.0,2078,True,token_jaccard_single_linkage
0.85,Rupesx007/quiz_generator,unique:Rupesx007/quiz_generator,1,1.0,945,True,token_jaccard_single_linkage
0.85,SaanviWatrana/saanvi-ai-study-tutor,unique:SaanviWatrana/saanvi-ai-study-tutor,1,1.0,553,True,token_jaccard_single_linkage
0.85,sabahat-shakeel/study-assistant,unique:sabahat-shakeel/study-assistant,1,1.0,146,True,token_jaccard_single_linkage
0.85,sabrineoueslati/quiz-generator,unique:sabrineoueslati/quiz-generator,1,1.0,313,True,token_jaccard_single_linkage
0.85,sachi2004/ai-study-assistant,unique:sachi2004/ai-study-assistant,1,1.0,176,True,token_jaccard_single_linkage
0.85,Sadem-12/AI_Study_Assistant,unique:Sadem-12/AI_Study_Assistant,1,1.0,359,True,token_jaccard_single_linkage
0.85,SahilGupta4/Study_Assistant,unique:SahilGupta4/Study_Assistant,1,1.0,184,True,token_jaccard_single_linkage
0.85,saicharantej/aitutor,unique:saicharantej/aitutor,1,1.0,327,True,token_jaccard_single_linkage
0.85,saikumar27/AI_Powered_Data_Science_Tutor,unique:saikumar27/AI_Powered_Data_Science_Tutor,1,1.0,370,True,token_jaccard_single_linkage
0.85,saimahashmi/ai-study-assistant,unique:saimahashmi/ai-study-assistant,1,1.0,233,True,token_jaccard_single_linkage
0.85,sairaarif89/AITutor,unique:sairaarif89/AITutor,1,1.0,279,True,token_jaccard_single_linkage
0.85,Sajid1974/Socratic_QA_GenAI_Tutor,unique:Sajid1974/Socratic_QA_GenAI_Tutor,1,1.0,2085,True,token_jaccard_single_linkage
0.85,salsh093/SEG_StudyAssistant,unique:salsh093/SEG_StudyAssistant,1,1.0,2746,True,token_jaccard_single_linkage
0.85,samadjunejo/ai_study_assistant,unique:samadjunejo/ai_study_assistant,1,1.0,2755,True,token_jaccard_single_linkage
0.85,Samanfatima563474/tutor-ai,unique:Samanfatima563474/tutor-ai,1,1.0,1647,True,token_jaccard_single_linkage
0.85,sameekghosh/ai-python-teaching-assistant,unique:sameekghosh/ai-python-teaching-assistant,1,1.0,114,True,token_jaccard_single_linkage
0.85,sanchezpaez/speech_to_text_to_speech_language_tutor,unique:sanchezpaez/speech_to_text_to_speech_language_tutor,1,1.0,301,True,token_jaccard_single_linkage
0.85,sanjana033/my-study-assistant,unique:sanjana033/my-study-assistant,1,1.0,155,True,token_jaccard_single_linkage
0.85,Sanjay-Ai/AI-Powered-Socratic-Teaching-Assistant,unique:Sanjay-Ai/AI-Powered-Socratic-Teaching-Assistant,1,1.0,234,True,token_jaccard_single_linkage
0.85,Sanjay0102/StudyAssistant,unique:Sanjay0102/StudyAssistant,1,1.0,173,True,token_jaccard_single_linkage
0.85,sanketh2334/biology_ai_tutor,unique:sanketh2334/biology_ai_tutor,1,1.0,431,True,token_jaccard_single_linkage
0.85,santosh7/AI_converstion_Data_Science_Tutor,unique:santosh7/AI_converstion_Data_Science_Tutor,1,1.0,520,True,token_jaccard_single_linkage
0.85,Santoshtambe/ai-study-assistant,unique:Santoshtambe/ai-study-assistant,1,1.0,185,True,token_jaccard_single_linkage
0.85,Santoshtambe/study_Assistant,unique:Santoshtambe/study_Assistant,1,1.0,184,True,token_jaccard_single_linkage
0.85,saraHamza/Engli-Tutor-Chatbot,unique:saraHamza/Engli-Tutor-Chatbot,1,1.0,800,True,token_jaccard_single_linkage
0.85,satvik452007/Study_assistant,unique:satvik452007/Study_assistant,1,1.0,183,True,token_jaccard_single_linkage
0.85,Sayan21/Video-Tutor-AI,unique:Sayan21/Video-Tutor-AI,1,1.0,3032,True,token_jaccard_single_linkage
0.85,SBDeploy/Study_Assistant,unique:SBDeploy/Study_Assistant,1,1.0,160,True,token_jaccard_single_linkage
0.85,Selenophile786/physics-ai-tutor,unique:Selenophile786/physics-ai-tutor,1,1.0,1852,True,token_jaccard_single_linkage
0.85,SerotoninRonin/Quiz-Generator,unique:SerotoninRonin/Quiz-Generator,1,1.0,909,True,token_jaccard_single_linkage
0.85,sewusida/statistics_study_assistant,unique:sewusida/statistics_study_assistant,1,1.0,1177,True,token_jaccard_single_linkage
0.85,SH1VAM-2027/studyAssistant,unique:SH1VAM-2027/studyAssistant,1,1.0,250,True,token_jaccard_single_linkage
0.85,Shahbazakbar/AI-Tutor,unique:Shahbazakbar/AI-Tutor,1,1.0,415,True,token_jaccard_single_linkage
0.85,Shahbazakbar/RAG-AI-Tutor,unique:Shahbazakbar/RAG-AI-Tutor,1,1.0,411,True,token_jaccard_single_linkage
0.85,shaheerawan3/AI-Teaching-Assistant,unique:shaheerawan3/AI-Teaching-Assistant,1,1.0,943,True,token_jaccard_single_linkage
0.85,shahzaib41202/AI_ML_Tutor,unique:shahzaib41202/AI_ML_Tutor,1,1.0,451,True,token_jaccard_single_linkage
0.85,shankar-dev24/StudyAssistant,unique:shankar-dev24/StudyAssistant,1,1.0,313,True,token_jaccard_single_linkage
0.85,shawarnaditya121/ai-teaching-assistant,unique:shawarnaditya121/ai-teaching-assistant,1,1.0,1075,True,token_jaccard_single_linkage
0.85,shb59na/ai-study-tutor,unique:shb59na/ai-study-tutor,1,1.0,354,True,token_jaccard_single_linkage
0.85,sheraz00/ai-teaching-assistant,unique:sheraz00/ai-teaching-assistant,1,1.0,1111,True,token_jaccard_single_linkage
0.85,shikhahaljmili/ai-quiz-generator,unique:shikhahaljmili/ai-quiz-generator,1,1.0,431,True,token_jaccard_single_linkage
0.85,shirosh/ai-tutor,unique:shirosh/ai-tutor,1,1.0,312,True,token_jaccard_single_linkage
0.85,Shivam10lm/ai-teaching-assistant,unique:Shivam10lm/ai-teaching-assistant,1,1.0,580,True,token_jaccard_single_linkage
0.85,shivasai02/StudyAssistant,unique:shivasai02/StudyAssistant,1,1.0,170,True,token_jaccard_single_linkage
0.85,Shivateja23/DS_AI_TUTOR,unique:Shivateja23/DS_AI_TUTOR,1,1.0,392,True,token_jaccard_single_linkage
0.85,Shlok1005/Voice_chatbot_tutor,unique:Shlok1005/Voice_chatbot_tutor,1,1.0,425,True,token_jaccard_single_linkage
0.85,shroukelnagdy/quiz-generator,unique:shroukelnagdy/quiz-generator,1,1.0,1419,True,token_jaccard_single_linkage
0.85,shukdevdatta123/Language-Learning-Companion,unique:shukdevdatta123/Language-Learning-Companion,1,1.0,971,True,token_jaccard_single_linkage
0.85,shuklavartika/AI_Study_Assistant,unique:shuklavartika/AI_Study_Assistant,1,1.0,419,True,token_jaccard_single_linkage
0.85,Siddhisapkal/AI_Tutor,unique:Siddhisapkal/AI_Tutor,1,1.0,539,True,token_jaccard_single_linkage
0.85,Sindu31/IntelliGent-AI-Tutor-System,unique:Sindu31/IntelliGent-AI-Tutor-System,1,1.0,495,True,token_jaccard_single_linkage
0.85,siphiwesibisi/quiz-and-study-guide-generator,unique:siphiwesibisi/quiz-and-study-guide-generator,1,1.0,0,False,insufficient_source_shingles
0.85,siphiwesibisi/quiz-generator,unique:siphiwesibisi/quiz-generator,1,1.0,115,True,token_jaccard_single_linkage
0.85,SirigajjeDurga/AI-Personal-Tutor,unique:SirigajjeDurga/AI-Personal-Tutor,1,1.0,622,True,token_jaccard_single_linkage
0.85,siriItis/pdf-study-assistant,unique:siriItis/pdf-study-assistant,1,1.0,1601,True,token_jaccard_single_linkage
0.85,sk-12/EDUBUDDY-AI-TUTOR,unique:sk-12/EDUBUDDY-AI-TUTOR,1,1.0,919,True,token_jaccard_single_linkage
0.85,Solkyash/Ai-study-assistant,unique:Solkyash/Ai-study-assistant,1,1.0,198,True,token_jaccard_single_linkage
0.85,sravani30/AI_QUIZ_GENERATOR,unique:sravani30/AI_QUIZ_GENERATOR,1,1.0,758,True,token_jaccard_single_linkage
0.85,sreejamanthena/StudyAssistant,unique:sreejamanthena/StudyAssistant,1,1.0,338,True,token_jaccard_single_linkage
0.85,srinivas25046/ai-study-assistant,unique:srinivas25046/ai-study-assistant,1,1.0,284,True,token_jaccard_single_linkage
0.85,starkbyte45896/Quiz_Generator,unique:starkbyte45896/Quiz_Generator,1,1.0,592,True,token_jaccard_single_linkage
0.85,sudipta26889/Quiz-Generator,unique:sudipta26889/Quiz-Generator,1,1.0,2530,True,token_jaccard_single_linkage
0.85,Sujithraam/StudyAssistant,unique:Sujithraam/StudyAssistant,1,1.0,313,True,token_jaccard_single_linkage
0.85,SujithRaam07/StudyAssistant,unique:SujithRaam07/StudyAssistant,1,1.0,399,True,token_jaccard_single_linkage
0.85,sultan-hassan/adaptive_language_tutor,unique:sultan-hassan/adaptive_language_tutor,1,1.0,381,True,token_jaccard_single_linkage
0.85,tariqm603/study-assistant,unique:tariqm603/study-assistant,1,1.0,384,True,token_jaccard_single_linkage
0.85,tarunkanugu/study_Assistant,unique:tarunkanugu/study_Assistant,1,1.0,1093,True,token_jaccard_single_linkage
0.85,tayy786/Ai_Tutor_App,unique:tayy786/Ai_Tutor_App,1,1.0,625,True,token_jaccard_single_linkage
0.85,TeerthPurohit/RAG-TradingWithML-Teaching-Assistant,unique:TeerthPurohit/RAG-TradingWithML-Teaching-Assistant,1,1.0,188,True,token_jaccard_single_linkage
0.85,tfitzge134/gemini-learning-companion,unique:tfitzge134/gemini-learning-companion,1,1.0,279,True,token_jaccard_single_linkage
0.85,thabassum9/ai_tutor,unique:thabassum9/ai_tutor,1,1.0,104,True,token_jaccard_single_linkage
0.85,Thepatelsuraj12/Rag-based-AI-Teaching-Assistant,unique:Thepatelsuraj12/Rag-based-AI-Teaching-Assistant,1,1.0,1811,True,token_jaccard_single_linkage
0.85,thilak1/RAG-BASED-AI-TEACHING-ASSISTANT,unique:thilak1/RAG-BASED-AI-TEACHING-ASSISTANT,1,1.0,918,True,token_jaccard_single_linkage
0.85,Tomjedo/Education_Chatbot,unique:Tomjedo/Education_Chatbot,1,1.0,306,True,token_jaccard_single_linkage
0.85,Tonic/open-gpt-Lesson-Plan-Generator,unique:Tonic/open-gpt-Lesson-Plan-Generator,1,1.0,206,True,token_jaccard_single_linkage
0.85,tools4ds/ai_tutor,unique:tools4ds/ai_tutor,1,1.0,0,False,insufficient_source_shingles
0.85,towardsai-tutors/ai-tutor-chatbot,unique:towardsai-tutors/ai-tutor-chatbot,1,1.0,393,True,token_jaccard_single_linkage
0.85,Trivikrama/Physics_Lesson_Plan_Generator,unique:Trivikrama/Physics_Lesson_Plan_Generator,1,1.0,1043,True,token_jaccard_single_linkage
0.85,Troy88/Quiz-Generator,unique:Troy88/Quiz-Generator,1,1.0,809,True,token_jaccard_single_linkage
0.85,Turbiling/Backward-Design-Lesson-Plan-Generator,unique:Turbiling/Backward-Design-Lesson-Plan-Generator,1,1.0,453,True,token_jaccard_single_linkage
0.85,Turbiling/GB_Education_Chatbot,unique:Turbiling/GB_Education_Chatbot,1,1.0,139,True,token_jaccard_single_linkage
0.85,Turbiling/Lesson_Plan_Generator,unique:Turbiling/Lesson_Plan_Generator,1,1.0,498,True,token_jaccard_single_linkage
0.85,Turbiling/Sharqi_Education_Chatbot,unique:Turbiling/Sharqi_Education_Chatbot,1,1.0,669,True,token_jaccard_single_linkage
0.85,Tutor-Ai-100/AI_Tutor_Chatbot,unique:Tutor-Ai-100/AI_Tutor_Chatbot,1,1.0,135,True,token_jaccard_single_linkage
0.85,tyapab/ai-study-assistant,unique:tyapab/ai-study-assistant,1,1.0,333,True,token_jaccard_single_linkage
0.85,Udayveer1990/Language_tutor,unique:Udayveer1990/Language_tutor,1,1.0,163,True,token_jaccard_single_linkage
0.85,Ukhanyo/quiz-generator-ai,unique:Ukhanyo/quiz-generator-ai,1,1.0,114,True,token_jaccard_single_linkage
0.85,UlliInduSree/AI_Tutor_Chatbot,unique:UlliInduSree/AI_Tutor_Chatbot,1,1.0,109,True,token_jaccard_single_linkage
0.85,UmarIqbal000/quiz-generator-ai,unique:UmarIqbal000/quiz-generator-ai,1,1.0,915,True,token_jaccard_single_linkage
0.85,umerforsure/AI-Study-Assistant,unique:umerforsure/AI-Study-Assistant,1,1.0,1065,True,token_jaccard_single_linkage
0.85,Us-er-na-me/QuizGenerator,unique:Us-er-na-me/QuizGenerator,1,1.0,65,True,token_jaccard_single_linkage
0.85,Vaibhava24/my-study-assistant,unique:Vaibhava24/my-study-assistant,1,1.0,240,True,token_jaccard_single_linkage
0.85,Vaishnav-00299/my-study-assistant,unique:Vaishnav-00299/my-study-assistant,1,1.0,183,True,token_jaccard_single_linkage
0.85,VinayKarthik800/ai-tutor,unique:VinayKarthik800/ai-tutor,1,1.0,325,True,token_jaccard_single_linkage
0.85,vinitwaghmare/ai-study-assistant,unique:vinitwaghmare/ai-study-assistant,1,1.0,1119,True,token_jaccard_single_linkage
0.85,vinitwaghmare/bilingual-ai-study-assistant,unique:vinitwaghmare/bilingual-ai-study-assistant,1,1.0,775,True,token_jaccard_single_linkage
0.85,vipin1143/eva-teaching-assistant,unique:vipin1143/eva-teaching-assistant,1,1.0,2573,True,token_jaccard_single_linkage
0.85,vishalraaj1/AI-STUDY_ASSISTANT,unique:vishalraaj1/AI-STUDY_ASSISTANT,1,1.0,175,True,token_jaccard_single_linkage
0.85,VishnuSai05/Study_Assistant,unique:VishnuSai05/Study_Assistant,1,1.0,181,True,token_jaccard_single_linkage
0.85,vivicake666/math-tutor-chatbot,unique:vivicake666/math-tutor-chatbot,1,1.0,2114,True,token_jaccard_single_linkage
0.85,VSrilekha/AI-Tutor,unique:VSrilekha/AI-Tutor,1,1.0,144,True,token_jaccard_single_linkage
0.85,wajahatkhan/AI_tutor,unique:wajahatkhan/AI_tutor,1,1.0,99,True,token_jaccard_single_linkage
0.85,wimida/socratic-tutor-bot,unique:wimida/socratic-tutor-bot,1,1.0,82,True,token_jaccard_single_linkage
0.85,windsoldier/ai-teaching-assistant,unique:windsoldier/ai-teaching-assistant,1,1.0,835,True,token_jaccard_single_linkage
0.85,wupeiwen2001/reachy-mini-language-tutor,unique:wupeiwen2001/reachy-mini-language-tutor,1,1.0,5768,True,token_jaccard_single_linkage
0.85,yadavnirmal002/CBSE10-AI-Tutor,unique:yadavnirmal002/CBSE10-AI-Tutor,1,1.0,119,True,token_jaccard_single_linkage
0.85,Yasir-Bhatti/Education_tutor_chatbot,unique:Yasir-Bhatti/Education_tutor_chatbot,1,1.0,494,True,token_jaccard_single_linkage
0.85,YasirAnsari/AI_tutor,unique:YasirAnsari/AI_tutor,1,1.0,382,True,token_jaccard_single_linkage
0.85,Yasirkhalil12/ai-quiz-generator,unique:Yasirkhalil12/ai-quiz-generator,1,1.0,519,True,token_jaccard_single_linkage
0.85,Yenuli-Bimanya-404/ai-study-assistant-multilang,unique:Yenuli-Bimanya-404/ai-study-assistant-multilang,1,1.0,482,True,token_jaccard_single_linkage
0.85,yiyiyi999/ai-tutor-classroom,unique:yiyiyi999/ai-tutor-classroom,1,1.0,8510,True,token_jaccard_single_linkage
0.85,YKDep/StudyAssistant,unique:YKDep/StudyAssistant,1,1.0,172,True,token_jaccard_single_linkage
0.85,Younis123/Education_Assistant_chatbot,unique:Younis123/Education_Assistant_chatbot,1,1.0,162,True,token_jaccard_single_linkage
0.85,yuvabe-ai/AI-Tutor,unique:yuvabe-ai/AI-Tutor,1,1.0,698,True,token_jaccard_single_linkage
0.85,Yuvasriiii/personalized_study_assistant,unique:Yuvasriiii/personalized_study_assistant,1,1.0,173,True,token_jaccard_single_linkage
0.85,zaini1234/pdf-quiz-generator,unique:zaini1234/pdf-quiz-generator,1,1.0,523,True,token_jaccard_single_linkage
0.85,zara65724/AI-Vocabulary-Tutor,unique:zara65724/AI-Vocabulary-Tutor,1,1.0,824,True,token_jaccard_single_linkage
0.85,zizo66/AI-Language-Tutor,unique:zizo66/AI-Language-Tutor,1,1.0,446,True,token_jaccard_single_linkage
0.9,10805j/aitutor,unique:10805j/aitutor,1,1.0,469,True,token_jaccard_single_linkage
0.9,13yashjadhav11/study_assistant,unique:13yashjadhav11/study_assistant,1,1.0,172,True,token_jaccard_single_linkage
0.9,24-cka-ML/quiz-generator,unique:24-cka-ML/quiz-generator,1,1.0,1882,True,token_jaccard_single_linkage
0.9,3atar/Study-assistant,unique:3atar/Study-assistant,1,1.0,1570,True,token_jaccard_single_linkage
0.9,77skaul/edu-tutor-chatbot,unique:77skaul/edu-tutor-chatbot,1,1.0,158,True,token_jaccard_single_linkage
0.9,aakashdevdat/Quiz_generator_1,unique:aakashdevdat/Quiz_generator_1,1,1.0,132,True,token_jaccard_single_linkage
0.9,Aasher/Flexx_Your_Homework_Assistant,unique:Aasher/Flexx_Your_Homework_Assistant,1,1.0,3273,True,token_jaccard_single_linkage
0.9,aazankhanYousafzai/Ai_Study_Assistant,unique:aazankhanYousafzai/Ai_Study_Assistant,1,1.0,449,True,token_jaccard_single_linkage
0.9,abai-cn/linux-teaching-assistant,unique:abai-cn/linux-teaching-assistant,1,1.0,2352,True,token_jaccard_single_linkage
0.9,Abdalaziz2026/Syria-ai-tutor,unique:Abdalaziz2026/Syria-ai-tutor,1,1.0,360,True,token_jaccard_single_linkage
0.9,Abde1ra7man/Quiz_Generator,unique:Abde1ra7man/Quiz_Generator,1,1.0,570,True,token_jaccard_single_linkage
0.9,Abdelrahman04/egyptian-educational-chatbot-demo,unique:Abdelrahman04/egyptian-educational-chatbot-demo,1,1.0,272,True,token_jaccard_single_linkage
0.9,abdullahkhankakar/quiz-generator,unique:abdullahkhankakar/quiz-generator,1,1.0,941,True,token_jaccard_single_linkage
0.9,abhey-patel/quiz-generator-space,unique:abhey-patel/quiz-generator-space,1,1.0,220,True,token_jaccard_single_linkage
0.9,Abhinaychatla/language_voice_tutor,unique:Abhinaychatla/language_voice_tutor,1,1.0,1367,True,token_jaccard_single_linkage
0.9,AbhiReddy1/AI_datascince_Tutor,unique:AbhiReddy1/AI_datascince_Tutor,1,1.0,186,True,token_jaccard_single_linkage
0.9,ABRB0917/StudyAssistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,akshay0149/TeachingAssistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,Anil3920/StudyAssistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,Anilkumar12/StudyAssistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,169,True,token_jaccard_single_linkage
0.9,Apoorvahu/my-study-assistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,cipher2150/Study-Assistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,DakshSadotra/my-study-assistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,176,True,token_jaccard_single_linkage
0.9,dinu143/Study-Assistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,gopichand55k/StudyAssistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,harika-donthula/my-study-assistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,jakeeeeeeee/my-study-assistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,kundan857/StudyAssistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,Megana10/ai_study_assistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,Nitinane/StudyAssistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,Premsp2005/StudyAssistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,176,True,token_jaccard_single_linkage
0.9,rexiy/study_assistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,Rushi420/StudyAssistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,169,True,token_jaccard_single_linkage
0.9,SaiRithwik2004/StudyAssistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,sangareddijaswanth/study_assistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,178,True,token_jaccard_single_linkage
0.9,saru21/study_assistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,sreenivasulaReddy/StudyAssistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,173,True,token_jaccard_single_linkage
0.9,Srushtii-13/Study_Assistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,Trinesh16/StudyAssistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,VarunGoud314/Study_assistant,3fbed073bc730142470dca66d8ababcf01ea2b8fa0c12967a8e187823bbf160a,24,0.041666666666666664,172,True,token_jaccard_single_linkage
0.9,abubakaraabi786/programming-tutor-chatbot,unique:abubakaraabi786/programming-tutor-chatbot,1,1.0,677,True,token_jaccard_single_linkage
0.9,Achyutar/Engross-Educational-AI,9c197289f42e33e75362c04dcae20ad5fa2270eed513a502ae99a01965a60917,9,0.1111111111111111,205,True,token_jaccard_single_linkage
0.9,alusinebarrie/ai-teaching-assistant,9c197289f42e33e75362c04dcae20ad5fa2270eed513a502ae99a01965a60917,9,0.1111111111111111,205,True,token_jaccard_single_linkage
0.9,appcreator199/studyassistant,9c197289f42e33e75362c04dcae20ad5fa2270eed513a502ae99a01965a60917,9,0.1111111111111111,205,True,token_jaccard_single_linkage
0.9,forWard666/AL_TEACHING_ASSISTANT,9c197289f42e33e75362c04dcae20ad5fa2270eed513a502ae99a01965a60917,9,0.1111111111111111,205,True,token_jaccard_single_linkage
0.9,harshu07/ai_tutor,9c197289f42e33e75362c04dcae20ad5fa2270eed513a502ae99a01965a60917,9,0.1111111111111111,205,True,token_jaccard_single_linkage
0.9,hasithmutha/quiz-generator-ai,9c197289f42e33e75362c04dcae20ad5fa2270eed513a502ae99a01965a60917,9,0.1111111111111111,205,True,token_jaccard_single_linkage
0.9,montue/Teaching_Assistant,9c197289f42e33e75362c04dcae20ad5fa2270eed513a502ae99a01965a60917,9,0.1111111111111111,205,True,token_jaccard_single_linkage
0.9,uc-msai631-2025-spring/group2_study_assistant,9c197289f42e33e75362c04dcae20ad5fa2270eed513a502ae99a01965a60917,9,0.1111111111111111,205,True,token_jaccard_single_linkage
0.9,wangzy217/Teaching_Assistant,9c197289f42e33e75362c04dcae20ad5fa2270eed513a502ae99a01965a60917,9,0.1111111111111111,205,True,token_jaccard_single_linkage
0.9,adil1598/edubot-ai-latex-learning-companion,unique:adil1598/edubot-ai-latex-learning-companion,1,1.0,1817,True,token_jaccard_single_linkage
0.9,Aditya1546/ai-study-assistant,unique:Aditya1546/ai-study-assistant,1,1.0,729,True,token_jaccard_single_linkage
0.9,AdityaKokate/StudyAssistant,unique:AdityaKokate/StudyAssistant,1,1.0,179,True,token_jaccard_single_linkage
0.9,adriiita/TeachingAssistant,unique:adriiita/TeachingAssistant,1,1.0,901,True,token_jaccard_single_linkage
0.9,Agents-MCP-Hackathon/AI-Quiz-Generator,a1976c6896837ba2691a189fe8570f7bae7093205789d06f24f1706feeeca1b1,2,0.5,356,True,token_jaccard_single_linkage
0.9,viraja1/AI-Quiz-Generator,a1976c6896837ba2691a189fe8570f7bae7093205789d06f24f1706feeeca1b1,2,0.5,356,True,token_jaccard_single_linkage
0.9,Agents-MCP-Hackathon/AI-Tutor-and-Syllabus-Planner,unique:Agents-MCP-Hackathon/AI-Tutor-and-Syllabus-Planner,1,1.0,4313,True,token_jaccard_single_linkage
0.9,Agents-MCP-Hackathon/AI_tutor,unique:Agents-MCP-Hackathon/AI_tutor,1,1.0,4912,True,token_jaccard_single_linkage
